table_name,column_name,variable_type,column_description,required_flag
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_10_logic,txn_id,,"Unique identifier for individual payment transactions in the Paytm payments system, used as the primary key to distinguish each transaction record in the base table that supports online merchant payment analytics and rolling net revenue calculations.",yes
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,amount,,"Represents the monetary transaction amount in the Paytm payments system, used as the base value for calculating key business metrics including Gross Merchandise Value (GMV), Net Revenue (NR), and various growth calculations across different time periods for online merchant performance tracking.",no
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,customer_id_payer,,"Identifier for customers who make payments through the Paytm platform to online merchants. This column is used in merchant performance analytics to track customer engagement and payment behavior across various business metrics including user activity, transaction volumes, and revenue generation.",yes
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,flow_category,,"Categorizes different types of payment flows or transaction categories within the UPI payment system for third-party online merchants, used to segment and analyze payment performance metrics across different flow types.",no
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,payer_handle,,"A unique identifier or handle for payers in the Paytm payments system, used to track and analyze payment-related metrics and user behavior across different merchant transactions.",no
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,status,,"A status column that appears to be unused in the current dashboard queries, potentially serving as a metadata or control field for the payment analytics table containing rolling NRR calculations and online merchant mapping data.",no
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,transaction_date_key,,"A date key column used to organize and filter payment transaction data by specific dates, enabling time-based analysis and reporting for metrics like daily active users, transaction volumes, and GMV across different time periods (MTD, LMTD, 7-day averages).",yes
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,transaction_type,,"A categorical column that classifies different types of payment transactions within the Paytm ecosystem, likely used for segmentation and filtering in business analytics to analyze performance metrics across various transaction categories.",no
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm_10_logic,txn_id,,"Unique identifier for individual payment transactions in the Paytm payments system, used to track and analyze transaction volumes and merchant performance metrics across various time periods.",yes
hive.user_paytm_payments.rolling_nrr_v1,amount,,"The amount column represents monetary transaction values used to calculate key business metrics like Gross Merchandise Value (GMV) and Net Revenue (NR) across different time periods. It serves as the base metric for tracking payment volumes and revenue performance in various aggregated views including daily, weekly, and monthly summaries for merchant analytics.",no
hive.user_paytm_payments.rolling_nrr_v1,customer_id_payer,,"Unique identifier for customers who are making payments through the platform, used as a key dimension in rolling net revenue retention analysis and payment transaction tracking for online merchants.",yes
hive.user_paytm_payments.rolling_nrr_v1,flow_category,,"Categorizes different types of payment flows or transaction streams within the UPI payment system, used to segment and analyze merchant payment data across various flow types in the rolling net revenue retention calculations.",no
hive.user_paytm_payments.rolling_nrr_v1,payer_handle,,"Unique identifier for individual users or customers who make payments through the Paytm platform, used as a key for aggregating and analyzing payment transaction metrics in net revenue retention calculations.",no
hive.user_paytm_payments.rolling_nrr_v1,status,,"A categorical field that indicates the temporal status or time period classification of records in the rolling NRR analysis, likely used to segment data into periods like MTD (Month-to-Date), LMTD (Last Month-to-Date), or other time-based categories for period-over-period growth calculations.",no
hive.user_paytm_payments.rolling_nrr_v1,transaction_date_key,,"A date key column used as the primary time dimension for transaction analysis, enabling time-based filtering and aggregation of payment metrics across different time periods (daily, weekly, monthly) in the rolling NRR dashboard.",yes
hive.user_paytm_payments.rolling_nrr_v1,transaction_type,,"Categorizes payment transactions by their processing type or flow method (such as UPI, wallet, cards, etc.) used for analyzing merchant performance metrics and net revenue retention across different payment channels.",no
hive.user_paytm_payments.rolling_nrr_v1,txn_id,,"Unique transaction identifier used to track individual payment transactions in the rolling Net Revenue Retention analysis table, serving as the basis for aggregated merchant performance metrics like DAU, transaction counts, and GMV calculations.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,amount,,"Represents transaction or payment amount values used in merchant performance analysis, likely contributing to GMV and revenue calculations for tracking top 1000 merchants' business metrics across different time periods.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,category,,"A categorical field that classifies merchants into different performance tiers (Live, Top 15, Top 1K, etc.) used for segmenting Monthly Transacting Users (MTU) analysis and merchant performance tracking in the payments ecosystem.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,channel,,"Identifies the payment channel or merchant category type (e.g., online, offline) used for segmenting and analyzing merchant performance across different business channels in the payments ecosystem.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,cust_id,,"Customer identifier used to track unique users for calculating Monthly Transacting User (MTU) metrics across different merchant categories including live merchants, top-tier merchants, and overall transaction activity.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,customer_id,,"Unique identifier for customers who made payments to the top 1000 merchants, serving as the primary key to link individual customer transactions in the payments data that gets aggregated for merchant-level business metrics reporting.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,customer_id_payer,,"Unique identifier for customers who make payments through the platform, used as the basis for calculating daily active users (DAU) and monthly active users (MAU) metrics in merchant performance analytics.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,day_id,,A daily date identifier used to aggregate and analyze Monthly Transacting Users (MTU) metrics across different merchant categories in the Paytm payments system. This column serves as the primary time dimension for tracking daily transaction patterns and merchant performance.,yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,dt,,"Date column used as the primary time dimension for analyzing daily, weekly, and monthly trends in merchant payment metrics including DAU, transactions, GMV, and net revenue across top 1000 online merchants.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,final_category,,"A categorical field that classifies merchants into business-defined segments such as Live Merchants, Top 15 Merchants, Top 1K Merchants, and Non-Live categories for Monthly Transacting Users (MTU) analysis and reporting.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,flow_category,,"This column categorizes different payment flow types or transaction categories for merchant payments analysis, likely used to segment and analyze merchant performance across different payment methods or business flows in the Paytm payments ecosystem.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,mnt,,"A month identifier column that contains the first day of each month, created by truncating transaction dates to month level. This column is used to aggregate and compare merchant performance metrics across different months in the dashboard's monthly trending analysis.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,online_merchant_name,varchar,"The name of the online merchant or service provider where the payment transaction occurred. This field is used to categorize merchants into business segments (Live, Top 15, Top 1K) for Monthly Transacting User (MTU) analysis and payment volume tracking across different merchant categories.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,payee_vpa,,"Virtual Payment Address (VPA) of the payee/merchant receiving UPI payments, used to identify and categorize merchants for Monthly Transacting Users (MTU) analysis across different merchant segments including live merchants, top 15 merchants, and top 1000 merchants.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,payer_cust_id,,"Unique identifier for customers who make payments through the Paytm platform, used to calculate Monthly Transacting Users (MTU) metrics across different merchant categories including live merchants, top merchants, and overall transaction volumes.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,payer_handle,,"A unique identifier or handle for payers/customers who conduct transactions with the top 1000 merchants, used for tracking customer engagement and payment activity in merchant performance analytics.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,status,,"A categorical field that indicates the operational or processing status of merchant records in the top 1000 merchants dataset, used for filtering and segmenting merchant performance analytics.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,transaction_date_key,,"A date key column used for temporal filtering and grouping in merchant payment analytics, enabling time-based calculations such as daily, weekly, and monthly aggregations for performance metrics like DAU, transactions, GMV, and net revenue.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,transaction_type,,"This column categorizes different types of payment transactions within the merchant payments system, though it's not currently utilized in the dashboard's merchant performance analytics which focus on aggregated metrics by merchant rather than transaction type segmentation.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,txn_date,,"The transaction date field that records when payment transactions occurred, used as the primary time dimension for calculating daily, weekly, and monthly business metrics including DAU, transaction volumes, GMV, and growth rates across different time periods.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,txn_id,,"Unique identifier for each payment transaction in the Paytm payments system, serving as the primary key to track individual transactions for merchant payment analysis and aggregation.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,txn_timestamp,,"Timestamp field that records when each transaction occurred, used as the primary temporal dimension for calculating daily, monthly, and period-over-period performance metrics for top online merchants in the payments ecosystem.",yes
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,user_type,,"A categorical field that segments users into different types or categories within the Paytm payments ecosystem, used for analyzing user behavior patterns across top merchant transactions and engagement metrics.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,amount,,"Represents the transaction amount or gross merchandise value (GMV) for UPI third-party online merchant transactions, used to calculate various GMV metrics and growth rates across different time periods (daily, weekly, monthly) in merchant performance dashboards.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,customer_id_payer,,"Unique identifier for customers who make UPI payments to third-party online merchants, used to track payer activity and link transactions in the merchant VPA mapping system.",yes
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,flow_category,,"Categorizes different types of UPI payment flows for third-party online merchants, used to segment transaction patterns and performance metrics in payment analytics dashboards.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,payer_handle,,"A UPI (Unified Payments Interface) handle or identifier that uniquely identifies a payer in third-party online merchant transactions, used for mapping payers to merchants in payment analytics.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,status,,"The status column likely represents the current state or condition of UPI merchant VPA mapping records in the system, though it appears to be unused in the current dashboard analytics that focus on merchant performance metrics.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,transaction_date_key,,"A date key that represents the transaction date used for temporal analysis and filtering of UPI 3rd party online merchant payment data. This column enables time-based aggregations and comparisons across different periods like daily, weekly, and monthly metrics in business intelligence dashboards.",yes
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping,transaction_type,,"Categorizes the type of UPI transaction or payment method used by third-party online merchants, helping to classify and analyze different transaction patterns in the merchant VPA mapping system.",no
hive.user_paytm_payments.rolling_nrr_v1,users_lmtd,,"Stores the count of users for the Last Month To Date (LMTD) period, representing the number of users who made transactions during the equivalent time frame in the previous month. This metric is used for calculating month-over-month user growth comparisons in Paytm payment analytics.",no
hive.user_paytm_payments.rolling_nrr_v1,users_mtd,,"Contains the count of unique users who completed transactions within the current month-to-date period, used for tracking user engagement and calculating key business metrics like transactions per user and month-over-month user growth rates.",no
hive.user_paytm_payments.upi_abhay,amount,double,"The transaction amount in monetary value for UPI payments, used to calculate Gross Merchandise Value (GMV) metrics including month-to-date and growth comparisons in business dashboards.",no
hive.user_paytm_payments.upi_abhay,gmv_lmtd,,"Represents the Gross Merchandise Value (total transaction amount) for the Last Month To Date period in UPI payments, used to calculate month-over-month growth metrics by comparing current MTD performance against the equivalent period in the previous month.",no
hive.user_paytm_payments.upi_abhay,gmv_mtd,,Represents the total Gross Merchandise Value (GMV) accumulated from the beginning of the current month to date for UPI payment transactions. This metric is used to track monthly revenue performance and calculate month-over-month GMV growth rates in payment analytics dashboards.,no
hive.user_paytm_payments.upi_abhay,txn_id,varchar,Unique identifier for each UPI transaction processed through Paytm's payment system. This varchar field serves as the primary key to distinguish individual payment transactions within the UPI transaction dataset.,yes
hive.user_paytm_payments.upi_abhay,txns_lmtd,,"Represents the total number of UPI transactions for the Last Month To Date (LMTD) period, used for calculating month-over-month transaction growth and transactions per user metrics in payment analytics dashboards.",no
hive.user_paytm_payments.upi_abhay,txns_mtd,,"Month-to-date transaction count representing the total number of UPI transactions processed from the beginning of the current month up to the current date, used for calculating key business metrics like transactions per user and period-over-period growth analysis.",no
hive.user_paytm_payments.top1000_merchnats_nov_dec_and_offeractive_ss,updated_on,,"Timestamp indicating when the merchant record was last updated in the top 1000 merchants analysis table, used for tracking data freshness and ensuring current offer activity status.",yes
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,day_id,,"A date identifier column that represents the daily time dimension for UPI merchant transaction analysis, enabling daily-level aggregation and trending of Monthly Transacting Users (MTU) metrics across different merchant categories including live merchants, top-tier merchants, and overall merchant populations.",yes
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,final_category,,"Categorizes UPI merchants into predefined segments (Live Merchants, Top 15, Top 1K, Non-Live, Overall) for Monthly Transacting Users (MTU) analysis and business performance tracking.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,mnt,,"A date/time column that represents the month or time period for tracking UPI merchant transaction data. This column serves as the primary temporal dimension for analyzing Monthly Transacting Users (MTU) metrics across different merchant categories including live merchants, top-tier merchants, and overall transaction volumes.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,online_merchant_name,varchar,"Contains the name of the online merchant involved in UPI transactions, used primarily for categorizing merchants into different tiers (Live, Top 15, Top 1K) for Monthly Transacting User (MTU) analysis and performance tracking.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,payee_vpa,varchar,"Virtual Payment Address (VPA) of the payee/recipient in UPI transactions, primarily used to identify and categorize merchants for Monthly Transacting User (MTU) analysis across different merchant tiers and business segments.",no
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,payer_cust_id,,"Unique identifier for the customer making the payment transaction, used to calculate Monthly Transacting Users (MTU) metrics across different merchant categories in UPI payment analytics.",yes
hive.user_paytm_payments.upi_3p_online_merchant_vpa_mapping_V1,updated_on,date,A date field that tracks when the UPI merchant VPA mapping record was last updated or modified. This column is used for temporal analysis and filtering of merchant transaction data across different time periods in MTU reporting.,yes
hive.user_paytm_payments.upi_abhay,mnt,,A timestamp column representing the date dimension used for aggregating Monthly Transacting User (MTU) metrics across different merchant categories and payment scenarios. This column serves as the primary time grouping field for analyzing user transaction patterns and merchant performance over time.,no
hive.user_paytm_payments.upi_abhay,updated_on,,"Timestamp indicating when the UPI payment transaction record was last updated, used for temporal analysis and date-based grouping in merchant transacting user (MTU) calculations.",yes
