table_name,table_description,refresh_frequency,vertical,partition_column,remarks,relationship_context
hive.team_servicesone.combined_data_project_servicesone_mhd,"data_description: This table contains consolidated customer service metrics data for Mental Health Disorders (MHD) support operations. It includes monthly aggregated data across multiple customer interaction channels including IVR calls, chatbot interactions, and human agent tickets. Key data categories encompass call volumes (ivr_calls, bot_ticket_count), satisfaction metrics (bot_positive_response, agent_tickets_msat_received), feedback tracking (bot_total_responses, agent_tickets_feedback_received), and channel transfer metrics (agent_ticket_count_bot, bot_to_service_ticket_count). The table structure supports time-series analysis with monthly granularity and includes calculated ratios and percentages for performance measurement.

business_description: This table serves as the primary data source for customer care performance monitoring and reporting in the Mental Health Disorders support vertical. It enables business stakeholders to track customer service efficiency across different channels, measure customer satisfaction (MSAT scores), and analyze the effectiveness of bot-to-human escalation processes. The data supports operational decision-making regarding resource allocation between automated (bot) and human agent services, identification of service bottlenecks, and optimization of customer experience workflows. It's used for monthly performance reviews, trend analysis of customer service metrics, and strategic planning for customer care operations improvement.",Daily,Customer Care,created_date,"The table appears to be an aggregated/combined dataset specifically designed for MHD care operations. The lack of visible column information suggests this might be a view or processed table. The focus on bot ticket counts indicates this is part of an automated customer service monitoring system. The table name suggests it's part of a ""combined_data_project"" indicating data consolidation from multiple sources. The pre-calculated metrics (sum_mhd_tat_days, mhd_tat_denominatior_tickets) suggest this is an aggregated table optimized for reporting rather than transactional operations. The specific focus on MHD (Mental Health Disorder) indicates specialized healthcare service tracking. Table appears to be a specialized dataset for the ServicesOne team's MHD project. The lack of column metadata limits detailed analysis, but the SQL pattern suggests this is an operational monitoring table focused on active bot session tracking. The ""combined_data"" prefix indicates this may be an aggregated view from multiple source tables. The table appears to be a combined/aggregated dataset specifically designed for MHD (Mental Health Department) analytics. The lack of visible column details suggests this may be a view or processed table. The naming convention indicates it's part of a larger ServicesOne project ecosystem.","This table likely aggregates data from multiple upstream sources related to ticket systems, call center logs, and IVR interaction records. It may join with merchant master data tables to derive unique merchant counts and could be related to other customer service tables tracking ticket resolution times, agent performance, and service quality metrics. The table serves as a consolidated view for the ServicesOne team's reporting needs and may feed into broader customer care dashboards and operational reports. This table likely serves as a consolidated view that combines data from separate bot ticket tracking systems and IVR call logging systems. It appears to be designed for reporting purposes, aggregating data by line of business. The table may be joined with other customer care tables for more detailed analysis or could serve as a source for higher-level dashboard reporting. Given its combined nature, it likely has upstream dependencies on bot ticket systems and telephony/IVR systems that feed into this consolidated view. This table appears to be a consolidated/aggregated table that likely joins data from multiple source tables including IVR call logs, bot interaction data, agent ticketing systems, and customer feedback systems. It may be joined with other customer service tables for deeper analysis, user demographic tables for segmentation, or time dimension tables for trend analysis. The table structure suggests it's designed as a central fact table for customer service reporting and may be the primary source for various customer care dashboards and KPI tracking."
hive.team_servicesone.qr_sb_daily_pendency_superset,"data_description: This table contains daily aggregated data tracking pendency status for QR (Quick Response) and SB operations. It includes dimensions for categorizing pending items by days_bucket (time duration buckets), final_stage (ultimate status/stage), and substage (intermediate processing stages), with each record identified by an ID for counting purposes. The table appears to be a daily snapshot or aggregation that provides a comprehensive view of pending cases across different processing stages and time buckets.

business_description: This table supports Care Dashboard operations by enabling monitoring and management of pending cases or requests in QR and SB workflows. It allows business users to track how long items have been pending (via days_bucket), understand where items are stuck in the process (via final_stage and substage), and identify bottlenecks or areas requiring attention. The data is used for operational reporting, performance monitoring, and ensuring timely resolution of customer service or operational requests.",Daily,Customer Care,NaN,"The table name suggests it's a superset/comprehensive view that likely aggregates data from multiple source tables. The absence of column metadata limits deeper analysis, but the SQL pattern indicates standard operational reporting structure for pendency tracking. The table name suggests it's a superset view combining QR and SB pendency data. The absence of column metadata limits detailed analysis, but the query pattern indicates this is an operational monitoring table focused on workflow efficiency. The ""MHD"" in dashboard title might refer to a specific business unit or product line. (Sources: dashboards merged, 55)","This table likely aggregates data from underlying QR and SB transaction tables, combining them into a unified view for pendency analysis. It may be joined with other care dashboard tables for comprehensive operational reporting. The table serves as a source for pendency metrics that could be correlated with customer satisfaction scores, resolution times, and team performance metrics in broader care analytics. This table likely serves as an aggregated view that consolidates data from multiple operational tables tracking QR and SB processes. It may join with customer tables, transaction tables, or case management systems to provide the comprehensive pendency view. The table is typically used in dashboard queries that require grouping by time buckets and process stages, and may be joined with lookup tables for stage descriptions or customer information for detailed reporting. (Sources: dashboards merged, 55)"
department,"data_description: This table contains customer care case management data for merchant support operations. It stores case records with identifiers, status information, assignment details, issue categories, and resolution tracking. Key data categories include case statuses (ranging from pending callbacks to resolved states), assignment categories (like 'Merchant Setup', 'Gold Investment Plan', 'MHD-Riskops-QR'), issue classifications (L1 categories like 'Payout & Settlement', 'Merchant Profile', 'Business Loan'), and field service management status tracking. The table supports complex case routing and status management workflows.

business_description: This table is central to merchant support operations, enabling customer care teams to track, route, and manage merchant help desk cases. It supports business processes including callback management, departmental case assignments, merchant dependency tracking, loan disbursement workflows, and retention team assignments. The table facilitates case escalation, status monitoring, and resolution tracking across different merchant service areas including payments, settlements, profile management, and business loans. It's used by care agents, supervisors, and managers to monitor case volumes, pendency, and resolution performance.",Real-time,Customer Care,NaN,"The table_columns field is empty, which limits the complete analysis of the table structure. The table name ""department"" seems generic but based on the usage context, it appears to be more of a case/ticket management table rather than a traditional department lookup table. The SQL query shows sophisticated business logic for case categorization and routing. The table name ""department"" is quite generic and may not be descriptive of its actual content. The SQL shows sophisticated case management logic with multiple status mappings and assignment rules. Column information is missing which limits complete analysis. The system appears to handle complex merchant support workflows with multiple touchpoints and escalation paths.","This table likely serves as a central hub for case management, potentially joining with merchant tables for merchant details, user tables for assignment information, and lookup tables for status and category mappings. It may also connect to FSM (Field Service Management) systems for field agent assignments and callback management systems. The table supports complex many-to-many relationships through assignment and status fields, enabling flexible case routing across different departments and teams. This table likely serves as a central case management table that may join with merchant profile tables, user/agent tables for assignment tracking, and potentially transaction or settlement tables when cases relate to payment issues. It probably has relationships with department lookup tables, issue category reference tables, and audit/history tables for case timeline tracking. The assign__c field suggests integration with Salesforce or similar CRM systems, indicating potential relationships with external system tables."
hive.team_qr_merchant_helpdesk.pendency_final_table,"data_description: This table contains finalized merchant helpdesk case data with processed status information and categorizations. It includes case IDs, status codes that are mapped to descriptive labels (like 'Pending for Callback', 'CallAttempted'), assignment categories, issue types, and FSM status information. The table appears to be the result of complex business logic processing that categorizes cases into various buckets like 'Merchant Setup/Risk_ops/Chargeback/Gold Investment', 'Merchant Dependency', 'DIY', and 'Pending for Loan Disbursement' based on multiple conditional factors.

business_description: This table supports merchant helpdesk operations by providing a consolidated view of case pendencies across different business verticals. It enables tracking and reporting of merchant support cases including QR merchant setup, risk operations, chargebacks, gold investment plans, business loans, and P2P retention activities. The categorized statuses help operations teams understand case distribution, identify bottlenecks, and manage SLAs for different types of merchant support requests. It's used for operational dashboards to monitor helpdesk performance and case resolution workflows.",Daily,Merchant Support/Care,NaN,"Table appears to be in the ""final"" state suggesting it's processed/aggregated data rather than raw transactional data. The complex status mapping logic indicates sophisticated business rules for case categorization. The table appears to be a processed/final view with extensive business logic for status categorization and assignment routing. The SQL shows complex case statements for transforming raw status codes into business-meaningful categories, suggesting this is likely a derived table rather than a raw transactional table. Column information is not available in the input, limiting detailed analysis of the table structure.","This table likely serves as a central hub for merchant helpdesk operations, potentially joining with merchant profile tables, case history tables, agent assignment tables, and departmental workflow tables. It may be used in conjunction with SLA tracking tables, merchant communication logs, and resolution outcome tables. The presence of assignment categories suggests relationships with team/agent management tables and escalation workflow tables across different business verticals like lending, payments, and risk operations. This table likely receives data from raw merchant helpdesk case tables and may join with merchant profile tables, loan systems, and FSM (Field Service Management) systems based on the query logic. It appears to be a dimensional table used for reporting purposes, potentially feeding into operational dashboards and performance metrics. The table may have relationships with merchant master data, case history tables, and departmental assignment tables given the complex categorization logic involving various business units and processes."
subquery,"data_description: This appears to be a derived subquery dataset containing merchant help desk case management data with status tracking and categorization logic. The data includes case IDs, status codes that are mapped to descriptive statuses (like 'Pending for Callback', 'CallAttempted'), assignment categories (assign__c), issue types (issue_L1), and FSM status fields (fsm_status__c). The dataset handles complex business logic for categorizing cases into buckets like 'Merchant Setup/Risk_ops/Chargeback/Gold Investment', 'Merchant Dependency', 'Pending with other Department', and various callback-related statuses. It tracks the progression of merchant support cases through different stages and departments.

business_description: This dataset supports Merchant Help Desk (MHD) operations by providing visibility into case pendency and status tracking across different service categories. It enables customer care teams to monitor callback attempts, track cases assigned to different departments (Risk Operations, Merchant Setup, Loan teams), and manage merchant dependencies. The data is used for operational dashboards to track final stage event times and measure pendency metrics, helping teams identify bottlenecks in case resolution processes. It supports business functions including merchant onboarding support, payment issue resolution, loan disbursement tracking, chargeback management, and retention activities.",Daily,Customer Care,NaN,"This appears to be a derived subquery rather than a base table, which limits the ability to determine specific table characteristics. The complex CASE logic suggests this is a transformed view of underlying case management data. The incomplete SQL query in the context makes it challenging to fully understand all data transformations and relationships. This is a complex CTE/subquery rather than a physical table, used for real-time case status transformation and categorization. The query appears incomplete as it cuts off mid-CASE statement, suggesting there are additional status mapping rules. The logic shows sophisticated business rules for merchant support case routing and status management. (Consistent across dashboards: merged, 55)","As a subquery, this dataset likely derives from one or more base tables containing merchant case management data. It would typically join with tables containing merchant information, case details, assignment tracking, and status history. The presence of fields like assign__c and fsm_status__c suggests relationships with Salesforce-based case management systems. This derived dataset would be used in conjunction with other operational tables for comprehensive care dashboard reporting and may be joined with merchant profile tables, transaction data, and departmental assignment tables. This subquery likely sources data from a main merchant support cases table and serves as an intermediate transformation layer for the Care Dashboard. It would typically be joined with other tables for merchant information, agent details, and time-based analytics. The transformed data feeds into dashboard charts tracking case volumes, pendency metrics, and team performance indicators. Common usage would involve joins with merchant master data, agent/team tables, and time dimension tables for trend analysis."
merchant,"data_description: This table contains merchant support case management data with fields for case identification (id), status tracking with numerical codes and descriptive statuses, assignment categories (assign__c), issue classification (issue_L1), and field service management status (fsm_status__c). The table structure supports complex case routing and status management for merchant support operations, with multiple status transitions and assignment types including merchant setup, risk operations, chargeback handling, and loan-related issues.

business_description: This table serves as the core data repository for merchant help desk operations, supporting customer care teams in managing merchant support tickets across various business verticals including payments, lending, risk operations, and merchant onboarding. It enables case tracking from initial creation through resolution, supports callback management, handles department escalations, and provides visibility into merchant dependency scenarios. The table is critical for SLA monitoring, agent productivity tracking, case assignment optimization, and overall merchant satisfaction management within the care dashboard ecosystem.",Real-time,Customer Support,NaN,"The table name ""merchant"" is quite generic but appears to be specifically used for merchant support case management based on the context. The complex case logic in the SQL suggests this table supports sophisticated routing and categorization of merchant issues across multiple business units and resolution paths. The table appears to have complex business logic for status categorization and department routing. The presence of multiple callback attempt tracking and FSM integration suggests this is part of a sophisticated support ticket management system. Column information is missing from the provided metadata, which limits the complete understanding of the table structure.","This table likely serves as a central hub connecting to merchant profile tables, department assignment tables, and resolution tracking systems. It probably joins with merchant details for customer information, agent assignment tables for routing, and potentially integrates with external systems for loan disbursement, payment settlement, and risk operations. The table appears to be the primary source for care dashboard metrics and would commonly be joined with time-based tables for trend analysis and SLA reporting. This merchant support table likely joins with merchant profile tables for merchant details, user/agent tables for assignment tracking, and potentially department or team tables for routing logic. It may also relate to SLA tracking tables and reporting tables for support metrics. The table appears to be central to support operations and would commonly be joined on merchant_id or ticket_id fields with other operational tables for comprehensive support analytics and reporting."
hive.team_servicesone.bot_issue_l2_project_servicesone_mhd,"data_description: This table contains bot-related Level 2 support ticket data, tracking active ticket counts across different bot categories or types. The table includes fields for bot L2 categorization (bot_l2) and corresponding active ticket counts (bot_active_ticket_count). The data structure appears to be aggregated at the bot category level, allowing for analysis of support ticket volumes across different bot systems or bot issue types. The table is part of the servicesone team's MHD project infrastructure.

business_description: This table supports customer care operations by providing visibility into bot-related support issues that have escalated to Level 2 support. It enables care teams to monitor which bot categories or types are generating the most active tickets, helping identify problematic bot functionalities or areas requiring attention. The data supports operational dashboards for care managers to track bot performance, allocate support resources effectively, and identify trends in bot-related customer issues. This feeds into broader customer service optimization and bot improvement initiatives.",Daily,Customer Care,NaN,"The table name includes ""mhd"" which likely represents a specific business unit, project, or geographic region. The focus on L2 issues suggests this is part of a tiered support system where bot issues are escalated from L1 to L2 when they cannot be resolved automatically or by first-level support. The table name indicates this is part of a specific MHD project under the servicesone team. The empty table_columns field suggests either the schema information wasn't available or the table structure is still being defined. The focus on bot L2 categorization implies there's likely a hierarchical classification system for bot issues. The table name suggests this is specific to the ""servicesone_mhd"" project, indicating it may be project-specific or region-specific data. The focus on L2 (Level 2) issues suggests this captures more complex bot interaction problems that may require escalation or deeper analysis beyond basic Level 1 issues. Table appears to be specifically focused on Level 2 bot support issues, suggesting a tiered support structure. The MHD suffix in the table name could indicate this is part of a larger project or dashboard suite. Limited column information provided but the usage pattern shows aggregation capabilities for support ticket analysis.","This table likely relates to other bot interaction tables within the servicesone schema, potentially joining with customer interaction logs, bot conversation transcripts, or customer feedback tables. It may be used alongside other care dashboard tables that track overall customer satisfaction metrics, agent performance data, or escalation patterns. The L2 categorization suggests relationships with tables containing L1 or L3 issue classifications for comprehensive bot performance analysis. This table likely relates to broader customer support ticket systems and bot performance monitoring tables. It may join with general ticket tracking tables, bot configuration tables, or customer interaction logs. The L2 designation suggests relationships with L1 and potentially L3 support tables. Given its use in care dashboards, it likely connects with agent performance tables, escalation tracking systems, and overall customer satisfaction metrics tables within the servicesone ecosystem. This table likely relates to other customer care tables including L1 bot issue tables, general ticket management tables, and bot performance metrics tables. It may join with bot configuration tables to get bot details, customer tables for ticket context, and time dimension tables for trend analysis. The table is probably part of a larger customer service data ecosystem that tracks the complete support escalation pipeline from automated resolution through various human support tiers. This table likely relates to broader customer care data ecosystem including customer interaction logs, bot conversation transcripts, escalation tracking tables, and customer satisfaction survey data. It may join with customer profile tables, support ticket systems, and other bot performance metrics tables. Common usage would involve joining with date/time tables for trend analysis and potentially with agent performance tables when bot issues result in human agent escalations."
hive.team_servicesone.mhd_agent_issue_l2_project_servicesone,"data_description: This table contains detailed customer service ticket data at issue L2 level for MHD (customer care division) operations. It stores aggregated metrics including total ticket counts, agent-handled vs service-handled ticket counts, turn-around time (TAT) measurements in days, and customer satisfaction (MSAT) scores. The table includes issue categorization at L1 and L2 levels, with specific fields for tracking different types of ticket resolution times and feedback metrics. It maintains separate counters for tickets handled by agents versus automated services, along with their respective TAT and satisfaction denominators for accurate percentage calculations.

business_description: This table supports customer service operations management and performance analytics for the MHD customer care vertical. It enables monitoring of ticket inflow patterns, agent productivity, service efficiency, and customer satisfaction across different issue categories. Business stakeholders use this data to track operational KPIs like TAT compliance, MSAT scores, and workload distribution between human agents and automated services. The table supports decision-making for resource allocation, agent performance evaluation, service quality improvement, and customer experience optimization. It's essential for care team management, operational reporting, and identifying areas requiring process improvements or additional training.",Daily,Customer Care,NaN,"The table includes sophisticated filtering logic to exclude non-actionable ticket categories and maintains separate metrics for agent vs service handling. The MSAT calculation uses NULLIF functions to handle division by zero, indicating mature data quality practices. The issue L1 and L2 categorization suggests a hierarchical ticket classification system.; The table name suggests this is specifically for ServicesOne team within a broader organizational structure. The ""MHD"" prefix likely indicates Mental Health Department or a similar care-focused vertical. Column information is not provided, limiting deeper analysis of the table structure.; The table name suggests it's specifically designed for ServicesOne project within the MHD (Merchant Help Desk) domain. The extensive filtering logic in the SQL query indicates careful data quality management, excluding various categories like 'junk', 'others', and non-actionable ticket types. The table structure supports both operational reporting and analytical use cases with pre-calculated metrics for efficient dashboard rendering.; The table appears to be an aggregated summary table rather than a transactional table, given the structure with issue categories and total counts. The ""MHD"" in the name might refer to Mental Health Dashboard or similar care-related context. Limited column information available suggests this may be a derived/processed table.","This table likely serves as an aggregated view or mart table that consolidates data from upstream ticket management systems. It may be joined with merchant tables for merchant-specific analysis, agent performance tables for individual agent metrics, and time dimension tables for trend analysis. The table appears to be designed for dashboard consumption rather than transactional operations, suggesting it's part of a larger data warehouse architecture supporting customer care analytics and reporting systems.; This table likely derives from more granular ticket or case management tables that contain individual support interactions. It may join with agent performance tables, issue classification tables, or customer interaction logs. The table serves as an intermediate aggregation layer between raw support data and dashboard visualizations, potentially linking to other care metrics tables for comprehensive support analytics.; This table likely relates to other support and ticketing tables within the care ecosystem, potentially joining with agent performance tables, ticket detail tables, and L1 issue categorization tables. It may be used in conjunction with time-based tables for trending analysis and could be part of a larger support analytics framework that includes escalation paths from L1 to L2 issues. The table appears to be an aggregated view that may source from more detailed ticket-level tables.; This table likely joins with agent performance tables, ticket master tables, and customer feedback tables. It appears to be an aggregated/materialized view that consolidates data from multiple operational tables including ticket tracking, agent assignment, and customer satisfaction survey results. Common joins would be on issue categories, agent IDs, and time dimensions for trend analysis and comparative reporting across different service channels."
message,"data_description: This table contains customer support conversation and session data, specifically from the ticket_session_conversation_snapshot_v3 table in the CRM system. It stores conversation records with language preferences, ticket IDs, timestamps, conversation types, and question language codes. The table captures multilingual support interactions with language codes that map to various Indian languages (Hindi, Telugu, Marathi, Tamil, Kannada, Gujarati, Bengali, Malayalam, Punjabi) as well as English. Each record represents a conversation or message exchange in the support ticketing system with associated metadata about language preferences and timing.

business_description: This table supports the Customer Care and Merchant Help Desk (MHD) operations by tracking language preferences and conversation patterns in support interactions. It enables analysis of language distribution across different user types (customers vs merchants), helps optimize multilingual support resource allocation, and provides insights into regional language preferences for customer support. The table is used to monitor support quality, analyze conversation volumes by language, and ensure appropriate language support coverage across different customer segments and geographic regions.",Daily,Customer Support,dl_last_updated,"The table appears to be an alias for ""ticket_session_conversation_snapshot_v3"" and contains comprehensive language mapping for Indian regional languages, suggesting focus on the Indian market. The query uses a 30-day lookback period for analysis, and the dashboard specifically focuses on MHD (Merchant Help Desk) interactions. The table name ""message"" in the query is actually an alias for the underlying table ""hive"".""crm_cst"".""ticket_session_conversation_snapshot_v3"". The query shows extensive language mapping functionality and focuses on recent data (last 30 days) with daily date filtering, suggesting active operational use for customer support analytics. [Consistent across merged and dashboard 55]","This table joins with ""support_ticket_details_snapshot_v3"" to correlate conversation messages with ticket metadata including customer/merchant IDs, role types, and session details. The relationship is established through ticket_id/id fields, enabling comprehensive analysis of support interactions. It's commonly used in conjunction with session data to analyze merchant support patterns, language preferences, and ticket resolution workflows within the customer care ecosystem. This table has a direct relationship with support_ticket_details_snapshot_v3 through the ticket_id field, which joins on the id field of the ticket details table. The relationship enables analysis of conversation data in context of ticket metadata, user roles (CST/MHD), and customer/merchant information. The table is commonly used in LEFT JOIN patterns to enrich ticket data with conversation details and language preferences, supporting comprehensive customer support analytics across multiple dimensions including user type, language, and temporal patterns."
session_data,"data_description: This appears to be a derived dataset (CTE) that processes customer support ticket session data, specifically focusing on support interactions between customers (CST) and merchant help desk (MHD) representatives. The data structure includes session identifiers, creation timestamps, entity information, ticket IDs, user types (CST/MHD), and associated user IDs (customer_id or merchant_id based on role type). The dataset is filtered for recent data (last 30 days) and specifically focuses on source=100 interactions, with deduplication applied through grouping.

business_description: This dataset supports customer care operations by providing session-level analytics for merchant help desk interactions. It enables tracking of support ticket sessions, user engagement patterns, and language preferences in customer support scenarios. The data is used in care dashboards to monitor MHD (Merchant Help Desk) performance, analyze customer support trends, and track language selection patterns for support sessions. This supports business operations by providing insights into support quality, response patterns, and multilingual support effectiveness for merchant-related customer service interactions.",Daily,Customer Care,dl_last_updated,"The table appears to be a derived CTE from a snapshot table, suggesting it's part of a larger analytical query. The source filtering (source = 100) indicates specific channel tracking, and the 30-day rolling window suggests operational reporting needs. The language analysis component indicates multilingual support capabilities. This is actually a CTE (Common Table Expression) rather than a physical table, derived from support_ticket_details_snapshot_v3. The query includes deduplication logic and focuses on recent data (30-day window). The source=100 filter suggests a specific support channel or interaction type. No actual table columns were provided in the metadata, so structure is inferred from SQL query.","This table has a direct relationship with ""hive"".""crm_cst"".""ticket_session_conversation_snapshot_v3"" through ticket_id joins for analyzing conversation language preferences. It serves as a foundational dataset for support analytics, commonly joined with conversation tables to understand session-level interactions and user communication patterns. The table is typically used in conjunction with language mapping and user segmentation analyses for comprehensive customer care reporting. This CTE is derived from ""hive"".""crm_cst"".""support_ticket_details_snapshot_v3"" as the source table and is joined with ""hive"".""crm_cst"".""ticket_session_conversation_snapshot_v3"" in the broader query context. The relationship is established through ticket IDs, where session_data provides the session context and ticket_session_conversation provides the conversation details including language preferences. The join pattern suggests this is commonly used alongside conversation data to analyze support interactions, with the session_data serving as the foundational layer for ticket-level analytics in customer care reporting."
hive.team_cst_mhd_product.langauge_transition_base,"data_description: This table contains data about language transitions or changes within the MHD (Mental Health Dashboard) system. The table tracks instances where language preferences are modified, storing the type of language transition and the count of such transitions. It includes a date column (date_) for temporal filtering and analysis. The table appears to aggregate transition events by type, allowing for analysis of language change patterns over time.

business_description: This table supports the Care Dashboard for Mental Health Dashboard operations by tracking language preference changes among users or patients. It enables customer service teams to monitor and analyze language transition patterns, which could be important for understanding user behavior, accessibility needs, and service delivery effectiveness. The data helps in identifying trends in language preferences and can inform decisions about multilingual support, resource allocation for different language services, and user experience improvements in mental health care delivery.",Daily,Customer Care,date_,"The table name has a spelling error ('langauge' instead of 'language'). The table columns information was empty in the input, but the SQL query reveals the actual structure includes language_transition, transition_count, and date_ columns. The table name contains a spelling error (""langauge"" instead of ""language""), which should be noted for data governance purposes. The table appears to be specifically designed for the MHD product within the customer care team's analytics framework.","This table likely relates to other customer care and user profile tables, potentially joining with user demographics tables on user identifiers, and customer interaction logs to correlate language changes with support interactions. It may also connect to product usage tables to understand the context of language transitions and support multilingual analytics across the care dashboard ecosystem. This table likely serves as a base table for language transition analysis within the broader MHD product ecosystem. It may be joined with user tables, session tables, or other care-related tables to provide comprehensive analytics about language preferences in mental health care contexts. The table appears to be used primarily for aggregation and reporting purposes in the Care Dashboard, potentially feeding into higher-level metrics about user engagement and accessibility."
hive.team_cst_mhd_product.cst_mhd_ctr,"data_description: This table contains click-through rate (CTR) analytics data for Call-to-Action (CTA) elements within mental health digital products. The table stores aggregated user interaction metrics including the number of users shown specific CTAs (users_shown), the number of users who clicked on those CTAs (users_clicked), and categorizes interactions by CTA type (event_label2) and client type. The data is organized by date and supports time-series analysis of user engagement patterns with different CTA elements in the application.

business_description: This table supports the Mental Health Digital (MHD) care dashboard by providing critical engagement metrics for measuring the effectiveness of different call-to-action elements within mental health applications. Business teams use this data to analyze user engagement patterns, optimize CTA placement and messaging, track conversion rates across different mental health intervention touchpoints, and make data-driven decisions about user experience improvements. The CTR metrics help care teams understand which CTAs are most effective in driving user actions, supporting better patient engagement and care delivery optimization.",Daily,Healthcare/Care,date_,"The table appears to be specifically designed for MHD (Mental Health Digital) analytics with client_type filtering. The CTR calculation in the query includes a null check for division by zero, indicating robust data handling practices. The table likely contains pre-aggregated data at the user level for performance optimization. The table appears to be specifically designed for Mental Health Division (MHD) care analytics, with client_type filtering suggesting multi-tenant architecture. The CTR calculation logic in the query handles division by zero cases, indicating mature data handling practices. The table likely supports A/B testing and optimization of care delivery mechanisms.","This table likely joins with user dimension tables for demographic analysis, event tracking tables for detailed interaction logs, and potentially care program tables to correlate CTA performance with specific mental health interventions. It may be related to other MHD product analytics tables within the same schema (team_cst_mhd_product) and could join with user journey or session tables to provide comprehensive user engagement analysis across the mental health care platform. This table likely joins with user profile tables on user identifiers, care program tables for context about specific interventions, and potentially event tracking tables for broader user journey analysis. It may be related to bot interaction logs, care plan tables, and patient outcome metrics. Common joins would be on user_id, client_type, and date fields to correlate CTA performance with user demographics, care programs, and temporal patterns in care delivery."
