table_name,column_name,variable_type,column_description,required_flag
hive.tpap_pms.user_snapshot_v3,users,,"A numeric count of users aggregated in the user snapshot, used to calculate total user counts and Monthly Active Users (MAU) for business analytics and user lifecycle distribution reporting.",no
hive.user_paytm_payments.upi_flow_wise_base,account_key,,"A composite unique identifier constructed by concatenating customer ID, account detail, and account type, used to track and analyze user distribution and monthly active users across different account segments in UPI payment flows.",Y
hive.user_paytm_payments.upi_flow_wise_base,account_type,,"Categorizes the type of UPI account (e.g., savings, current, wallet) used in payment flows, essential for segmenting user behavior and calculating Monthly Active User metrics across different account categories.",N
hive.user_paytm_payments.upi_flow_wise_base,accounts,,"The number of distinct active accounts associated with each customer, used to analyze user engagement and monthly active user (MAU) distribution across different UPI handles.",no
hive.user_paytm_payments.upi_flow_wise_base,comments,,"The comments column stores additional notes or information about user accounts, particularly used to identify dormant users who should still be included in active user analysis based on special circumstances or status details recorded in their comments.",N
hive.user_paytm_payments.upi_flow_wise_base,created_on,,"A timestamp field that records when user accounts were created, used for filtering active accounts and temporal analysis in user lifecycle and Monthly Active User (MAU) calculations.",yes
hive.user_paytm_payments.upi_flow_wise_base,detail_2,,"A secondary identifier field used to distinguish different account instances or variations within the account system, commonly used in combination with customer_id and account_type to create unique account keys for MAU and account distribution analysis.",N
hive.user_paytm_payments.upi_flow_wise_base,dl_last_updated,timestamp,"A timestamp column that tracks when each record was last updated during the data loading/ETL process, commonly used as a data quality filter to ensure only fully processed records are included in analyses.",Y
hive.user_paytm_payments.upi_flow_wise_base,dt,,"A date field representing the account creation date, derived from the created_on timestamp and used for temporal analysis in UPI payment flow tracking and monthly active user calculations.",Y
hive.user_paytm_payments.upi_flow_wise_base,handles,categorical,A categorical field that represents different UPI handle types or user segments used to analyze and distribute Monthly Active Users (MAU) across various payment flow categories in the UPI system.,N
hive.user_paytm_payments.upi_flow_wise_base,psp_id,,"Payment Service Provider identifier that categorizes users by their associated payment service provider (PSP), used to segment and analyze Monthly Active Users distribution across different payment platforms.",Y
hive.user_paytm_payments.upi_flow_wise_base,status,varchar,"Represents the current operational status of user accounts in the payment system, with 'ACTIVE' indicating accounts that are currently functional and available for transactions, used primarily for filtering active users in MAU and engagement analytics.",N
hive.user_paytm_payments.upi_flow_wise_base,type,varchar,"A categorical field that classifies the type of user entity, with 'PERSON' indicating individual users as opposed to business or other entity types, used for filtering in user analytics and account distribution metrics.",N
hive.user_paytm_payments.upi_flow_wise_base,use_case_lmtd,,"A usage tracking column that indicates user activity within a limited time period, primarily used to identify Monthly Active Users (MAU) by filtering for values greater than 0 in UPI payment flow analysis.",N
hive.user_paytm_payments.upi_flow_wise_base,use_case_mtd,,"A month-to-date metric that tracks user activity or engagement, where values greater than 0 indicate active users for Monthly Active User (MAU) calculations in UPI payment flow analysis.",no
hive.user_paytm_payments.upi_flow_wise_base,user_id,,"Unique identifier for users in the UPI payment system, used to track individual user behavior, calculate Monthly Active Users (MAU), and perform user lifecycle analysis across different payment flows and account types.",Y
hive.user_paytm_payments.upi_flow_wise_base_cm,account_key,undefined,"A composite identifier that uniquely identifies payment accounts by concatenating customer ID, account details, and account type, used for tracking Monthly Active Users distribution across different bank accounts in the UPI flow analytics.",Y
hive.user_paytm_payments.upi_flow_wise_base_cm,account_type,,"Categorizes the type of bank account (e.g., savings, current) used for creating unique account identifiers and analyzing Monthly Active User distribution across different account types in UPI payment flows.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,accounts,Unknown,"Represents the number of distinct bank accounts linked to each customer, calculated by counting unique account keys (combination of customer ID, account detail, and account type). This metric is used for analyzing user engagement patterns and MAU distribution based on account ownership.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,comments,,"The comments column stores additional notes or information about users, particularly used to identify dormant users who should still be included in analyses when comments are present, suggesting these contain relevant context about user account status or conditions.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,created_on,,Timestamp indicating when a user account or UPI handle was first created in the system. This column is used for temporal filtering and cohort analysis in MAU calculations and user lifecycle tracking.,Y
hive.user_paytm_payments.upi_flow_wise_base_cm,detail_2,,"A bank account identifier or categorization field used to distinguish different accounts within the account snapshot, commonly used in conjunction with customer ID and account type to create unique account keys for user activity analysis.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,dl_last_updated,date,"A data warehouse timestamp column that tracks when each record was last updated during the ETL data loading process, used to ensure data quality by filtering out stale or unprocessed records.",Y
hive.user_paytm_payments.upi_flow_wise_base_cm,dt,,"Date column representing the account creation date, extracted from the created_on timestamp and used for tracking user lifecycle and calculating monthly active users (MAU) in UPI payment flow analysis.",Y
hive.user_paytm_payments.upi_flow_wise_base_cm,handles,,"Represents the number of distinct accounts associated with each customer, calculated by counting unique account keys (combination of customer ID, account detail, and account type). This metric is used to analyze account distribution patterns and Monthly Active User segmentation across different account holdings.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,psp_id,,"Identifier for the Payment Service Provider (PSP) associated with a user, used to filter and analyze user activity across different payment service providers in the Paytm payments ecosystem.",Y
hive.user_paytm_payments.upi_flow_wise_base_cm,status,varchar,"Indicates the current state of accounts in the UPI payment system, primarily used to filter for 'ACTIVE' accounts when calculating Monthly Active Users (MAU) and handle-wise user distributions.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,type,varchar,"Categorizes the type of entity in the UPI payment system, with 'PERSON' indicating individual user accounts as opposed to business or institutional accounts, used for filtering personal users in MAU analysis.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,use_case_lmtd,,"A usage metric that tracks user activity within a limited time period, used as a filter to identify Monthly Active Users (MAU) where values greater than 0 indicate active usage for MAU calculations and distribution analysis.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,use_case_mtd,Not specified,"A month-to-date usage indicator that tracks user activity levels within the current month, where values greater than 0 identify Monthly Active Users (MAU) for UPI flow analysis and handle-wise distribution reporting.",N
hive.user_paytm_payments.upi_flow_wise_base_cm,user_id,,"Unique identifier for users in the UPI payment flow system, used to track individual customers across different payment handles and calculate user metrics like Monthly Active Users (MAU) and lifecycle distributions.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,Amount,,Represents the monetary amount or value of individual UPI transactions in the fact table. This column is aggregated to calculate total transaction values alongside transaction counts and user metrics for business analytics and reporting.,no
hive.cdo.fact_upi_transactions_snapshot_v3,Dau,,"Daily Active Users (DAU) metric representing the count of unique users who performed UPI transactions on a given day, used for measuring daily user engagement and calculating transaction frequency metrics like TPU (Transactions Per User).",no
hive.cdo.fact_upi_transactions_snapshot_v3,Mau,,Monthly Active Users (MAU) metric used in UPI retention analysis to track and measure user engagement patterns over monthly periods. This column serves as the foundation for calculating user retention rates by identifying active UPI users within specific monthly timeframes.,N
hive.cdo.fact_upi_transactions_snapshot_v3,cust_id,undefined,Customer identifier used to track individual users in UPI transaction analysis and retention calculations. This field serves as the primary key for identifying payers in transaction records and is essential for measuring user engagement metrics across different lifecycle stages.,Y
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,Not specified,"Unique identifier for the customer who initiated the UPI transaction as the payer. This column serves multiple analytical purposes: (1) Customer retention analysis and cohort tracking to measure user engagement patterns across monthly periods, (2) Daily active users (DAU) tracking and aggregation of transaction metrics, and (3) Analysis of customer payment behavior across different states and flow categories. Essential for both operational reporting and strategic customer analytics.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,day_id,Not specified,"A date identifier representing the transaction date for UPI transactions, used as the primary temporal dimension for analyzing transaction patterns and calculating time-based metrics. This field supports daily UPI transaction pattern analysis, user activity metrics (DAU, MAU), transaction volume calculations across different time periods, and P2P vs P2M payment ratio analysis over monthly periods.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,dt,unknown,"The dt column represents the date dimension used for temporal analysis and filtering of UPI transaction data, enabling daily and monthly aggregations for calculating business metrics like DAU, MAU, and transaction volumes.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,gmv,,GMV (Gross Merchandise Value) represents the total monetary value or amount of UPI transactions processed through the platform. This metric is used to measure transaction volume and is aggregated in retention analyses to understand the financial impact of user engagement across different TPU (Transactions Per User) buckets.,N
hive.cdo.fact_upi_transactions_snapshot_v3,lifecycle,Not specified,"Categorizes UPI users into different lifecycle stages (such as fresh users, retained users, etc.) based on their transaction patterns across time periods, primarily used for user retention analysis and cohort tracking in monthly business reporting.",N
hive.cdo.fact_upi_transactions_snapshot_v3,payer_cust_id,,"Unique identifier for the customer who initiates, pays, or makes UPI payment transactions. This column is used to calculate Daily Active Users (DAU), track user behavior patterns, and analyze customer payment behavior across P2P (peer-to-peer) and P2M (peer-to-merchant) transaction types and payment flows.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,popular_city,,"Represents the most popular or frequently associated city for a customer, used for geographic segmentation and analysis in UPI transaction patterns. This column categorizes customers into India's top 20 major metropolitan cities or 'Other' locations for geographic performance tracking, enabling analysis of daily/monthly active users, transaction patterns, and user engagement metrics across different city segments.",N
hive.cdo.fact_upi_transactions_snapshot_v3,popular_state,,"Represents the most popular or frequently used state associated with a customer, typically derived from their transaction or engagement patterns. This column is used to segment user activity metrics (DAU, MAU) and transaction volumes by geographic state for business analytics and regional performance tracking.",N
hive.cdo.fact_upi_transactions_snapshot_v3,state,,"The state column represents the geographic state location associated with UPI transactions, specifically derived from customers' popular/most frequent state of activity. This column is used for geographical analysis and segmentation of transaction volumes, user activity, and payment flows across different Indian states, as well as for analyzing user engagement metrics (DAU, MAU, transactions) by state-level geography in business intelligence dashboards.",N
hive.cdo.fact_upi_transactions_snapshot_v3,t20city,,"A categorical indicator that identifies whether a UPI transaction customer belongs to one of the top 20 major cities in India (including Delhi, Bangalore, Mumbai, Chennai, etc.) or is classified as ""Other"", used for geographic segmentation in user engagement and transaction analysis.",N
hive.cdo.fact_upi_transactions_snapshot_v3,tpu,,"TPU (Transactions Per User) is a calculated business metric that measures the average number of transactions performed per Daily Active User, computed as total transactions divided by DAU, and is used to track user engagement and transaction frequency in UPI payment analytics.",N
hive.cdo.fact_upi_transactions_snapshot_v3,txns,,"The txns column stores the count of UPI transactions, representing the number of unique payment transactions processed, and is used to calculate key business metrics like TPU (Transactions Per User) and analyze transaction volume patterns across different user segments.",N
hive.cdo.fact_upi_transactions_snapshot_v3,user_type,,"A categorical field that classifies users into different types or segments, used for analyzing user engagement metrics like DAU, MAU, and transaction patterns across various business dimensions such as geographic regions and user behavior categories.",N
hive.default.virtual_table,Dau,,"Daily Active Users (DAU) - represents the count of unique active users per day, used as a core engagement metric in conjunction with transaction data to analyze user activity patterns across different geographic regions and calculate derived metrics like transactions per user.",no
hive.default.virtual_table,txns,undefined,"The txns column represents the count of distinct transactions, calculated as the number of unique transaction IDs. This metric serves as a key business indicator to measure transaction volume across various analytical contexts. The column is used for groupings such as state, flow category, and payment type (P2P/P2M) in business analytics, and is commonly combined with user activity data to calculate derived metrics like Transactions Per User (TPU). This definition maintains consistency across multiple dashboard implementations for transaction volume analysis.",N
hive.midgar.engage_data_snapshot_v3,Dau,,"Daily Active Users count metric that tracks the number of unique active users per day, used in engagement analytics to calculate key performance indicators like transactions per user and compare user activity across different states and time periods.",N
hive.midgar.engage_data_snapshot_v3,Mau,,"Monthly Active Users (MAU) metric representing the count of unique users who were active within a monthly period. This metric is used across multiple contexts including engagement analytics, dashboard visualizations, user engagement analysis, and geographic performance tracking. It tracks user activity patterns alongside daily active users and transaction metrics to provide comprehensive insights into user engagement and platform performance.",N
hive.midgar.engage_data_snapshot_v3,amount,,"The monetary value of UPI transactions, used across multiple analytical contexts: (1) Individual transaction amounts for calculating user engagement metrics like DAU, MAU, and transactions per user (TPU), and (2) Aggregated transaction volumes for financial analytics dashboards tracking payment flows across P2P and P2M transactions, different states, and customer lifecycle stages. This field enables both granular transaction-level analysis and high-level financial performance monitoring.",N
hive.midgar.engage_data_snapshot_v3,category,,"Categorical field used to segment users or transactions for business analytics, likely representing geographic regions (top cities vs others), user lifecycle stages, or other business-relevant groupings used in engagement and transaction analysis dashboards.",N
hive.midgar.engage_data_snapshot_v3,cust_id,,"Unique identifier for customers used to track user engagement metrics like DAU, MAU, and transaction patterns across the platform. This key enables aggregation and analysis of user behavior and is essential for calculating business metrics such as transactions per user.",Y
hive.midgar.engage_data_snapshot_v3,customer_id,varchar,"A unique identifier for customers in varchar format, used to track and aggregate user engagement metrics across UPI payment transactions and general customer activity. This field enables analysis of customer behavior patterns in P2P and P2M payment flows, links transaction data, and supports aggregation of metrics like Daily Active Users (DAU), transaction counts, and amounts across different business flows and geographical regions.",Y
hive.midgar.engage_data_snapshot_v3,customer_id_payer,,"Unique identifier for the customer who is the payer in a UPI transaction, used to track transaction activity and calculate user engagement metrics like TPU (Transactions Per User) and identify active paying users for DAU/MAU calculations.",Y
hive.midgar.engage_data_snapshot_v3,day_id,,"A date identifier column that represents the specific day for user engagement and transaction metrics, used as the primary time dimension for aggregating daily active users (DAU), monthly active users (MAU), and transaction counts in analytics dashboards.",Y
hive.midgar.engage_data_snapshot_v3,dl_last_updated,,"A timestamp column that tracks when each record in the engage data snapshot was last updated or loaded into the data lake. This column is commonly used for filtering data by freshness within specific date ranges, supporting incremental data processing workflows, and ensuring data freshness in analytics queries.",Y
hive.midgar.engage_data_snapshot_v3,dt,,"A date column that represents the timestamp for engagement data snapshots, used as the primary temporal dimension for tracking daily and monthly active users, transactions, and other engagement metrics over time.",Y
hive.midgar.engage_data_snapshot_v3,gmv,undefined,"This column has conflicting interpretations across dashboards: (1) Dashboard 'merged' describes it as GMV (Gross Merchandise Value) representing total monetary value of UPI payment system transactions, used for calculating business metrics and P2P vs P2M payment flow ratios. (2) Dashboard 476 indicates this column is misnamed as 'gmv' but actually contains user engagement metrics including DAU (Daily Active Users), MAU (Monthly Active Users), transaction counts, and transactions per user calculations from the engagement data snapshot. This naming/content discrepancy requires data validation to determine the actual column contents.",N
hive.midgar.engage_data_snapshot_v3,lifecycle,,"The lifecycle column represents user segmentation categories or stages in a user's engagement journey on the platform. This column is used to categorize users across different phases of their lifecycle for analyzing engagement metrics (DAU, MAU), retention analysis, transaction behavior tracking, and revenue analysis across various user groups, states, and flow categories.",N
hive.midgar.engage_data_snapshot_v3,payer_cust_id,,Unique identifier for the customer who is making or initiating a payment transaction. This column is used to track transaction volumes and calculate user engagement metrics like transactions per user across different geographic regions.,Y
hive.midgar.engage_data_snapshot_v3,payer_handle,,"A unique UPI handle or identifier representing customers/users who make payments through the UPI system. This field is used to: (1) link payment transaction activity with user engagement metrics, (2) track and analyze transaction patterns across different customer segments and cities, and (3) calculate key user engagement metrics such as DAU (Daily Active Users), MAU (Monthly Active Users), and transactions per user. The handle serves as a bridge between payment data and user behavior analytics.",no
hive.midgar.engage_data_snapshot_v3,popular_city,varchar,"A varchar field that stores the name of the most popular or primary city associated with a customer or user activity. Used for geographic segmentation in business analytics to track user engagement (DAU, MAU), transaction metrics, and other business patterns across India's top 20 most popular cities, with non-top-20 cities typically categorized as 'Other' for comprehensive geographic analysis.",N
hive.midgar.engage_data_snapshot_v3,popular_state,varchar,"The state identifier representing the most frequently associated or primary state for each customer based on their activity patterns. This column is used for geographic analysis and segmentation of user engagement metrics including daily active users (DAU), monthly active users (MAU), and transaction volumes across different states and regions.",N
hive.midgar.engage_data_snapshot_v3,state,varchar,"Represents the Indian state associated with users for geographic analysis of engagement metrics including Daily Active Users (DAU), Monthly Active Users (MAU), and transaction volumes. Used primarily for state-level business performance tracking and regional analytics in the engagement dashboard.",N
hive.midgar.engage_data_snapshot_v3,status,Not specified,"A categorical field that indicates the status, state, or classification of records in the engagement data snapshot table. This column is used to differentiate between different user states, transaction processing states, and engagement activity levels. It serves analytical purposes including UPI transaction analysis, P2P/P2M ratio calculations, and tracking user engagement conditions for business analytics.",N
hive.midgar.engage_data_snapshot_v3,t20city,,"A geographic classification column that categorizes users into India's top 20 cities (including Delhi, Bangalore, Mumbai, Chennai, etc.) or 'Other' for cities outside this tier, used for analyzing user engagement metrics like DAU, MAU, and transaction patterns across major urban markets.",N
hive.midgar.engage_data_snapshot_v3,transaction_date_key,,"A date key column that represents the transaction date used for temporal filtering and grouping across multiple analytical contexts. This column serves as the primary date dimension for analyzing daily transaction patterns, user activity, financial metrics, and engagement metrics across different time periods. It enables time-based grouping for calculating daily/monthly active users, transaction volumes, and UPI transaction data analysis. Consistently used across dashboards for temporal analysis and date-based filtering of both transaction and engagement data.",Y
hive.midgar.engage_data_snapshot_v3,transaction_type,undefined,"Categorizes the type of transaction or user engagement activity recorded in the engagement data snapshot. This field distinguishes between different financial transaction flows such as peer-to-peer (P2P), peer-to-merchant (P2M), or other payment categories, while also capturing broader user engagement activities within the Paytm platform. Used for segmenting user behavior analysis, analyzing transaction patterns, calculating business ratios, and measuring transaction metrics across different interaction types.",N
hive.midgar.engage_data_snapshot_v3,txn_id,,"Unique identifier for each transaction record in the engagement data, used to count distinct transactions for calculating transaction volumes and transactions per user metrics. This identifier is primarily aggregated to measure transaction volume across different dimensions including cities, time periods, customer segments, states, and payment flow categories in engagement analytics.",Y
hive.midgar.engage_data_snapshot_v3,txns,Unknown,"The txns column stores the count of transactions performed by users, specifically calculated as the number of unique transaction IDs or distinct transactions. This metric is used primarily for calculating engagement metrics like TPU (Transactions Per User), analyzing transaction volume across different geographic regions and time periods, and measuring transaction volume across different payment flows in business analytics.",N
hive.midgar.engage_data_snapshot_v3,user_type,Not specified,"A categorical field that classifies users into different segments or types for engagement analysis, used to group and analyze user behavior patterns alongside metrics like Daily Active Users (DAU) and Monthly Active Users (MAU).",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,Dau,,"Daily Active Users (DAU) represents the count of unique users who performed UPI transactions or engaged with Paytm UPI services on a specific day. This metric is used in payment analytics to measure daily user engagement, assess transaction intensity, and calculate derived metrics like Transactions Per User (TPU) across different geographic segments and payment analytics contexts.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,Mau,undefined,Monthly Active User identifier used in UPI retention analysis to track user engagement and calculate retention rates across different time periods. This column serves as a key component in measuring how effectively Paytm retains UPI users month-over-month.,N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,amount,,"Represents the monetary value or transaction amount for individual UPI transactions in the Paytm payments system. Used for calculating total transaction amounts and volume alongside user engagement metrics (DAU, MAU, transaction counts) and for measuring financial performance by geographic regions in payments analytics dashboards.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,category,,"A categorical field with conflicting usage interpretations: (1) Categorizes UPI users into lifecycle segments based on transaction engagement patterns for retention rate calculations and user behavior analysis across engagement levels, OR (2) Classifies geographic locations distinguishing between top 20 major cities and other locations for analyzing UPI transaction patterns across market segments. This column appears to serve different categorization purposes across dashboards in the UPI payment ecosystem.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,cust_id,varchar,"Unique customer identifier used to track individual users/customers across months for UPI payment retention analysis and MAU calculations. This varchar field serves as the primary key for linking customer activity across different time periods to measure retention rates, month-over-month growth, retention metrics, and user lifecycle patterns. Essential for connecting customer behavior data across multiple time periods in the UPI payment ecosystem.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,customer_id,Not specified,"Unique identifier for customers in the Paytm UPI Monthly Active Users dataset, used for tracking individual customer behavior, retention metrics, and lifecycle analysis across different time periods and monthly cohorts. This identifier enables linking to transaction-level UPI payment data and supports Real Money Gaming (RMG) analysis and retention calculations.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,customer_id_payer,,"Unique identifier for the customer who initiates or makes UPI payment transactions. This column is used to track user engagement metrics, payment behavior, and transaction patterns across different geographical regions and segments, enabling calculation of metrics like transactions per user.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,day_id,Not specified,"A date identifier column that represents the transaction or activity date, used as the primary temporal dimension for aggregating daily active users (DAU), monthly active users (MAU), and transaction metrics across different time periods.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,dl_last_updated,undefined,"A timestamp column that tracks when each record was last updated in the data pipeline. This column records when each record in the UPI MAU analysis table was last updated or loaded into the data system. It is commonly used for incremental data processing, filtering records based on their update recency in UPI transaction analysis, data lineage tracking, and incremental ETL processing.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,dt,date,"Date field representing the daily transaction or activity date used for temporal analysis in MAU calculations and retention tracking. This column serves as the primary time dimension for filtering and aggregating user activity data by specific date ranges, enabling month-over-month retention calculations and categorizing records into specific time periods for UPI user retention analysis.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,gmv,,"GMV (Gross Merchandise Value) represents the total transaction amount or volume processed through Paytm UPI payments. This metric is used to measure the monetary value of transactions alongside user activity metrics like DAU, MAU, and transaction counts in business analytics dashboards.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,lifecycle,,"User lifecycle stage classification that categorizes customers based on their UPI transaction engagement patterns (such as reactive users with different activity levels), used primarily for retention analysis and user segmentation in month-over-month performance tracking.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,payer_cust_id,,"Unique identifier for the customer who initiated the UPI payment transaction, used to track payer behavior and calculate user engagement metrics like DAU, MAU, and transactions per user across different geographic regions.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,payer_handle,string,"Identifies the UPI payment handle or wallet provider (such as 'paytm', 'ptyes', 'ptaxis', 'pthdfc', 'ptsbi') used by customers for UPI transactions. This column represents different Paytm-associated payment handles in the UPI ecosystem and is used to filter and analyze user retention metrics specifically for Paytm-related payment channels in UPI transaction analysis.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,popular_city,categorical,"A categorical field that represents a user's primary city, standardized to show either one of the top 20 major Indian cities (like Delhi, Bangalore, Mumbai, etc.) or 'Other' for all remaining cities. This column is used for geographic segmentation and analysis of user engagement metrics across major urban centers.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,popular_state,,"Represents the most frequently used or primary state associated with each customer, derived from user engagement data and used for geographical analysis of daily/monthly active users and transaction patterns across Indian states.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,state,,"Geographic state identifier representing the popular/primary state location associated with Paytm UPI users. This field captures the most frequent or primary state from customer engagement data and is used for regional analysis of UPI payment metrics including DAU (Daily Active Users), MAU (Monthly Active Users), transaction patterns, and other geographic business insights in NRR dashboards.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,status,,"A status indicator that tracks either transaction status (SUCCESS/DEEMED) or user lifecycle stage (such as reactive users with different engagement levels), used primarily for calculating user retention metrics and categorizing users by their activity patterns.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,t20city,,"Geographic segmentation field that categorizes users into India's top 20 major cities (Delhi, Bangalore, Mumbai, etc.) versus ""Other"" cities. This classification column is used for analyzing UPI payment behavior, user engagement metrics, and transaction patterns across different urban market tiers and key metropolitan markets.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,transaction_date_key,,"A date key representing the transaction date, used as the primary date dimension for grouping and filtering UPI transaction data in daily, monthly, and other time-based analyses. This column serves as the temporal reference point for calculating user activity metrics like DAU, MAU, and transaction volumes across different time periods.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,transaction_type,,"Categorizes UPI transactions by type, distinguishing between 'PAY' (payment initiation) and 'COLLECT' (payment collection) transactions, used for filtering and analyzing different transaction patterns in retention and user behavior dashboards.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,txn_id,,"Unique identifier for each UPI transaction, used to count distinct transactions for calculating key business metrics like transaction volumes, transactions per user (TPU), and daily/monthly active user transaction analysis.",Y
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,txns,,"Number of distinct UPI transactions, used as a core business metric to measure transaction volume and calculate derived metrics like Transactions Per User (TPU) in conjunction with user activity metrics.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,user_type,varchar,"A categorical field that classifies Paytm UPI users into different segments or types, likely based on geographic location (such as T20 cities vs. others) or user behavior patterns, used for analyzing DAU, MAU, and transaction metrics across different user segments.",N
hive.user_paytm_payments.paytm_upi_mau_final_nrr_1,scope_cust_id,Not specified,Customer identifier used to track individual UPI users across monthly cohorts for retention analysis and MAU calculations. This field enables linking the same customer's activity between different months to measure user retention and growth metrics.,Y
hive.cdo.fact_upi_transactions_snapshot_v3,Flow_category,,"Categorizes UPI transactions by their flow type, serving as the primary classification for transaction flow categories that get standardized into P2P (peer-to-peer), P2M (peer-to-merchant), or other flow categories. Used as a key dimension for business analysis including transaction pattern analysis, calculating P2P to P2M ratios, and generating metrics across user activity, transaction volumes, and GMV (Gross Merchandise Value).",N
hive.cdo.fact_upi_transactions_snapshot_v3,scope_cust_id,,"Customer identifier used for tracking UPI transaction users in retention analysis, representing the payer customer ID from UPI transactions. This column enables measurement of user retention rates across different time periods and TPU (Transactions Per User) segments in the UPI ecosystem. The field is specifically used to track and measure user retention, calculate base users, retained users, and retention rates for month-over-month UPI transaction performance metrics.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,gaming_merc,undefined,"A categorical column that identifies transactions or users associated with gaming merchants, used to filter and segment data for Real Money Gaming (RMG) retention analysis and user engagement tracking.",N
hive.cdo.fact_upi_transactions_snapshot_v3,mnt,undefined,"The `mnt` column represents the month or transaction date used for temporal filtering and grouping in gaming merchant retention analysis, enabling MAU (Monthly Active Users) calculations and retention tracking across specific time periods.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,category,,"A categorical field that classifies transactions or users into different segments for gaming merchant payment analysis, used as a filter criterion in UPI transaction processing and user segmentation for Real Money Gaming (RMG) analytics.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,cust_id,Not specified (NaN in source data),Customer identifier used to track and analyze user engagement and retention patterns for gaming merchant transactions. This key enables linking customer activity across different time periods to calculate retention metrics and monthly active user counts.,Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,customer_id,,"Unique identifier for customers who have conducted gaming merchant transactions, used as a key field for tracking user retention and monthly active user metrics in gaming-related payment analysis.",Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,customer_id_payer,,"A customer identifier for users who have made payments through gaming merchants, primarily used to track Monthly Active Users and calculate retention metrics in Real Money Gaming analysis.",Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,dl_last_updated,,"A timestamp column that tracks when records in the gaming merchant analysis table were last updated in the data lake, commonly used for filtering to ensure data freshness and support incremental data processing workflows.",Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,dt,,"A date column representing the transaction or activity date used for temporal filtering, analysis, and monthly aggregation in gaming merchant retention analysis. This column enables time-based segmentation of user activity, retention calculations, and monthly user segmentation across gaming merchant data.",Y
hive.user_paytm_payments.gaming_merchant_5816_analysis,gaming_merc,varchar(11),"A categorical identifier that classifies users based on their engagement with gaming merchants, specifically whether they have made payments to gaming merchants. This column is primarily used to filter and segment users for Real Money Gaming (RMG) retention analysis, Monthly Active User calculations, and to measure engagement patterns among gaming payment users.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,mnt,date,"Date field representing the month when gaming merchant transactions occurred. Used as a temporal dimension for calculating monthly active user (MAU) retention metrics, tracking MAU patterns in Real Money Gaming analytics, and filtering transaction data by specific time periods in gaming merchant analysis. Serves as a key time-based dimension for monthly user behavior analysis across gaming merchant platforms.",N
hive.user_paytm_payments.gaming_merchant_5816_analysis,payer_cust_id,varchar,"Unique identifier for customers who make payments through the Paytm platform, specifically used to track and analyze user-level payment behaviors and transactions in gaming merchant contexts. This field enables tracking and counting of distinct users in real money gaming (RMG) transaction analysis, user behavior segmentation, and broader payment pattern analysis across the Paytm ecosystem.",Y
